ID_Pedido,Data_Venda,Categoria,Preco_Unitario,Quantidade,Idade_Cliente
121,2023-05-06 00:00:00,Roupas,"R$ 60,64",9.0,
122,2023-10-25 00:00:00,Roupas,144.62270621961176,9.0,20.0
123,2023-11-28 00:00:00,Beleza,91.5942336685298,8.0,19.0
124,2023-02-07 00:00:00,Eletrônicos,192.110021372519,8.0,208.0
125,2023-04-24 00:00:00,Roupas,,2.0,42.0
126,2023-09-18 00:00:00,Roupas,91.26442244479821,4.0,62.0
127,2023-07-24 00:00:00,Casa,114.85121009778851,6.0,66.0
128,2023-01-22 00:00:00,ELETRONICOS,70.13056148916463,9.0,40.0
129,2023-11-04 00:00:00,Roupas,113.8162520802065,6.0,54.0
130,2023-11-21 00:00:00,Eletrônicos,207.6791359242072,2.0,68.0
131,2023-11-21 00:00:00,Roupas,174.06496823165247,1.0,63.0
132,2023-11-11 00:00:00,Alimentos,221.93679546647058,1.0,52.0
133,2023-11-07 00:00:00,Eletrônicos,191.76178671305445,5.0,52.0
134,2023-12-04 00:00:00,Beleza,95.34765692089294,6.0,44.0
135,2023-04-13 00:00:00,Eletrônicos,97.8430113163928,2.0,47.0
136,2023-10-15 00:00:00,Eletrônicos,130.35373312247316,2.0,52.0
137,2023-04-01 00:00:00,Casa,197.81828181419067,5.0,46.0
138,2023-06-19 00:00:00,Casa,185.87799654200106,3.0,73.0
139,2023-08-01 00:00:00,Roupas,110.71929469163732,1.0,69.0
140,2023-06-22 00:00:00,Beleza,255.02349653280612,6.0,69.0
141,2023-10-03 00:00:00,Beleza,"R$ 260,47",9.0,58.0
142,2023-07-13 00:00:00,Roupas,"R$ 254,17",3.0,38.0
143,2023-11-20 00:00:00,Alimentos,117.78624269729198,5.0,47.0
144,2023-04-16 00:00:00,ROUPAS,148.8324755371148,6.0,32.0
145,2023-11-10 00:00:00,Roupas,182.74483405899014,4.0,65.0
146,2023-02-18 00:00:00,Beleza,141.74534972554184,2.0,62.0
147,2023-09-25 00:00:00,Roupas,160.93414345655773,9.0,
148,2023-04-02 00:00:00,Beleza,178.84449741492065,8.0,173.0
149,2023-04-08 00:00:00,Eletrônicos,76.50876467487873,9.0,65.0
150,2023-06-17 00:00:00,Beleza,242.09984142079918,8.0,43.0
151,2023-05-31 00:00:00,Eletrônicos,122.98466457398072,9.0,21.0
152,2023-02-09 00:00:00,Beleza,140.6754666343712,8.0,70.0
153,2023-01-08 00:00:00,Eletrônicos,107.62371081165743,1.0,66.0
154,2023-06-19 00:00:00,Casa,"R$ 318,91",1.0,30.0
155,2023-10-23 00:00:00,Beleza,161.53858085326394,6.0,54.0
156,2023-09-30 00:00:00,Roupas,128.4770334626238,3.0,21.0
157,2023-12-28 00:00:00,ELETRONICOS,138.1584065799526,8.0,37.0
158,2023-02-22 00:00:00,Beleza,161.73419587655016,5.0,53.0
159,2023-05-01 00:00:00,Eletrônicos,192.59756401198786,7.0,45.0
160,2023-12-07 00:00:00,Beleza,184.4301523790983,6.0,40.0
161,2023-06-13 00:00:00,Alimentos,166.11441771122975,7.0,61.0
162,2023-06-15 00:00:00,Eletrônicos,52.694969346452794,4.0,61.0
163,2023-10-10 00:00:00,Eletrônicos,135.74269111431616,6.0,64.0
164,2023-06-23 00:00:00,Casa,131.59726880787883,7.0,23.0
165,2023-07-16 00:00:00,Alimentos,210.1430276819213,2.0,74.0
166,2023-01-16 00:00:00,Eletrônicos,165.63401595510157,5.0,21.0
167,2023-12-03 00:00:00,Roupas,125.15524452498636,8.0,237.0
168,2023-04-13 00:00:00,Casa,"R$ 137,81",1.0,49.0
169,2023-01-22 00:00:00,Beleza,,1.0,25.0
170,2023-04-11 00:00:00,Beleza,123.5039702632831,6.0,70.0
171,2023-02-02 00:00:00,Beleza,115.95827534057102,5.0,65.0
172,2023-08-13 00:00:00,Roupas,95.35777236157568,8.0,55.0
173,2023-03-10 00:00:00,Eletrônicos,145.23470440757407,9.0,47.0
174,2023-09-21 00:00:00,Roupas,175.68688625053662,7.0,66.0
175,2023-05-27 00:00:00,Eletrônicos,122.95988622032571,4.0,73.0
176,2023-05-16 00:00:00,Eletrônicos,99.36770416892355,8.0,58.0
177,2023-07-14 00:00:00,eletronico,269.13148013636885,1.0,45.0
178,2023-04-23 00:00:00,Beleza,197.61295365074938,2.0,49.0
179,2023-11-15 00:00:00,Eletrônicos,164.84986734700743,7.0,34.0
180,2023-03-28 00:00:00,Roupas,125.25502686508517,6.0,43.0
181,2023-12-13 00:00:00,Beleza,75.18983656226325,3.0,56.0
182,2023-02-28 00:00:00,Eletrônicos,133.69330633800524,,37.0
183,2023-09-17 00:00:00,Roupas,133.3547399554778,,66.0
184,2023-04-02 00:00:00,ELETRONICOS,153.78035789206027,1.0,65.0
185,2023-03-01 00:00:00,roupa,244.2859386432441,7.0,71.0
186,2023-07-22 00:00:00,Alimentos,133.42462526000764,9.0,43.0
187,2023-02-17 00:00:00,Roupas,110.5221303104939,4.0,62.0
188,2023-05-28 00:00:00,Beleza,151.33508815826855,5.0,56.0
189,2023-05-19 00:00:00,Alimentos,186.70361217094398,8.0,52.0
190,2023-03-13 00:00:00,Beleza,"R$ 132,81",6.0,52.0
191,2023-11-03 00:00:00,CASA,135.51830430647541,9.0,22.0
192,2023-07-07 00:00:00,Beleza,68.1171862710987,4.0,69.0
193,2023-02-05 00:00:00,Roupas,127.49185753481636,3.0,64.0
194,2023-02-12 00:00:00,Eletrônicos,180.7796722585342,7.0,62.0
195,2023-07-20 00:00:00,Roupas,175.76494866118847,9.0,19.0
196,2023-07-17 00:00:00,csa,221.2861175953682,1.0,58.0
197,2023-01-17 00:00:00,Casa,120.14720191364,5.0,56.0
198,2023-08-30 00:00:00,Eletrônicos,187.13106378486606,8.0,54.0
199,2023-08-26 00:00:00,Eletrônicos,,8.0,19.0
200,2023-05-31 00:00:00,Alimentos,145.6236789045115,8.0,69.0
201,2023-10-08 00:00:00,Alimentos,120.2191419388335,4.0,31.0
202,2023-03-22 00:00:00,Casa,203.3536306121041,2.0,43.0
203,2023-11-13 00:00:00,Beleza,95.05494223105447,4.0,41.0
204,2023-12-19 00:00:00,Beleza,116.5798498313683,9.0,59.0
205,2023-12-01 00:00:00,Eletrônicos,185.42287022895874,4.0,72.0
206,2023-10-03 00:00:00,Beleza,79.3379467343497,8.0,62.0
207,2023-10-18 00:00:00,Eletrônicos,103.97544218524077,1.0,32.0
208,2023-01-09 00:00:00,Roupas,125.70722396175006,2.0,30.0
209,2023-01-18 00:00:00,Beleza,159.4185679835356,6.0,55.0
210,2023-02-11 00:00:00,roupa,147.26843189560395,4.0,51.0
211,2023-05-30 00:00:00,Roupas,97.7557360267886,6.0,32.0
212,2023-03-29 00:00:00,Alimentos,168.83384343401622,9.0,34.0
213,2023-04-23 00:00:00,Beleza,223.98963957581944,8.0,22.0
214,2023-05-25 00:00:00,Alimentos,90.22306512644813,9.0,68.0
215,2023-09-22 00:00:00,Eletrônicos,"R$ 230,57",5.0,45.0
216,2023-03-13 00:00:00,Eletrônicos,"R$ 210,55",1.0,66.0
217,2023-09-19 00:00:00,Casa,124.97929655568942,7.0,33.0
218,2023-12-03 00:00:00,roupa,220.72782368875264,1.0,21.0
219,2023-04-09 00:00:00,Beleza,134.75356584955105,4.0,69.0
220,2023-03-04 00:00:00,Eletrônicos,117.0038662643794,3.0,45.0
221,2023-09-17 00:00:00,Casa,158.98501227327455,8.0,19.0
222,2023-12-24 00:00:00,Alimentos,104.39928899914139,7.0,67.0
223,2023-03-09 00:00:00,Alimentos,66.33149014477034,2.0,64.0
224,2023-12-14 00:00:00,Roupas,,8.0,38.0
225,2023-09-20 00:00:00,Casa,70.20888190676119,9.0,68.0
226,2023-05-18 00:00:00,eletronico,,4.0,46.0
227,2023-03-15 00:00:00,Casa,59.902373579386946,1.0,55.0
228,2023-09-04 00:00:00,Alimentos,97.28765134451011,8.0,60.0
229,2023-11-28 00:00:00,Beleza,143.14050250139704,9.0,73.0
230,2023-05-25 00:00:00,Alimentos,130.46718719313102,1.0,63.0
231,2023-11-12 00:00:00,Alimentos,119.50426291484177,8.0,35.0
232,2023-10-18 00:00:00,roupa,,3.0,65.0
233,2023-07-18 00:00:00,Beleza,197.40847813010038,5.0,47.0
234,2023-03-23 00:00:00,Beleza,211.5049978172565,7.0,72.0
235,2023-01-07 00:00:00,Alimentos,150.60056649026768,5.0,39.0
236,2023-06-21 00:00:00,Casa,99.23953485868249,6.0,66.0
237,2023-11-24 00:00:00,Alimentos,130.12012380300155,4.0,69.0
238,2023-01-27 00:00:00,Alimentos,120.92738382037193,4.0,57.0
239,2023-08-16 00:00:00,Beleza,175.17349057778543,6.0,34.0
240,2023-04-23 00:00:00,Eletrônicos,100.37507705726259,8.0,46.0
241,2023-08-07 00:00:00,Eletrônicos,162.82334198680454,7.0,20.0
242,2023-05-24 00:00:00,Casa,210.13520048798185,5.0,66.0
243,2023-06-25 00:00:00,Casa,239.2757969224681,1.0,63.0
244,2023-11-17 00:00:00,Casa,165.64118621430677,5.0,52.0
245,2023-11-09 00:00:00,Alimentos,154.37731835980438,3.0,43.0
246,2023-04-08 00:00:00,Alimentos,102.29350234589172,7.0,45.0
247,2023-04-06 00:00:00,Roupas,183.31808352009114,6.0,62.0
248,2023-11-11 00:00:00,Eletrônicos,224.75335786456543,8.0,33.0
249,2023-05-16 00:00:00,Alimentos,137.08828385901512,8.0,43.0
250,2023-07-21 00:00:00,Eletrônicos,108.44402746746997,5.0,19.0
251,2023-08-25 00:00:00,Roupas,175.5334782139434,3.0,19.0
252,2023-04-19 00:00:00,Casa,170.15658061962088,8.0,52.0
253,2023-12-09 00:00:00,Beleza,201.72781518518033,8.0,60.0
254,2023-09-26 00:00:00,Roupas,152.65139121045624,3.0,54.0
255,2023-10-22 00:00:00,Alimentos,121.3333649846606,2.0,37.0
256,2023-11-23 00:00:00,Alimentos,"R$ 89,51",9.0,42.0
257,2023-11-28 00:00:00,Eletrônicos,148.6976598244351,8.0,61.0
258,2023-05-25 00:00:00,Roupas,233.83644702173316,9.0,69.0
259,2023-08-02 00:00:00,Casa,130.16320593632673,2.0,62.0
260,2023-12-13 00:00:00,Alimentos,111.01824448312088,3.0,44.0
261,2023-04-21 00:00:00,Roupas,240.18780824471514,5.0,46.0
262,2023-01-29 00:00:00,Roupas,185.36744395163873,3.0,69.0
263,2023-03-27 00:00:00,Casa,77.25507748416301,8.0,69.0
264,2023-04-07 00:00:00,Beleza,174.1032830254262,7.0,18.0
265,2023-03-29 00:00:00,Beleza,181.74897571903102,7.0,40.0
266,2023-10-10 00:00:00,eletronico,52.3934413551233,4.0,57.0
267,2023-03-20 00:00:00,Alimentos,158.54922401346107,7.0,50.0
268,2023-01-10 00:00:00,Alimentos,77.00505536744758,6.0,25.0
269,2023-03-26 00:00:00,Beleza,143.72598323177746,2.0,61.0
270,2023-04-21 00:00:00,Eletrônicos,192.21504743379393,3.0,56.0
271,2023-05-08 00:00:00,Alimentos,197.10563500855332,3.0,22.0
272,2023-12-18 00:00:00,Alimentos,118.70784742685419,1.0,23.0
273,2023-02-27 00:00:00,Alimentos,207.51587787340245,6.0,53.0
274,2023-04-17 00:00:00,Alimentos,108.15470199019197,4.0,62.0
275,2023-07-01 00:00:00,Eletrônicos,228.1093011982633,3.0,67.0
276,2023-03-06 00:00:00,Alimentos,233.69852263148817,2.0,57.0
277,2023-05-25 00:00:00,Eletrônicos,117.66803660723036,4.0,29.0
278,2023-09-30 00:00:00,Roupas,99.68021132835467,9.0,65.0
279,2023-08-04 00:00:00,Roupas,253.1189925838595,7.0,54.0
280,2023-02-12 00:00:00,csa,106.05900981192063,8.0,24.0
281,2023-05-16 00:00:00,Roupas,78.79899087524075,5.0,58.0
282,2023-06-13 00:00:00,Roupas,140.29804285538137,1.0,25.0
283,2023-11-24 00:00:00,Eletrônicos,257.2634378459481,2.0,31.0
284,2023-02-01 00:00:00,Alimentos,203.93016550946413,3.0,36.0
285,2023-07-26 00:00:00,Roupas,"R$ 182,96",5.0,48.0
286,2023-11-08 00:00:00,ELETRONICOS,220.67569381651487,1.0,56.0
287,2023-06-14 00:00:00,Alimentos,181.13583575397587,4.0,58.0
288,2023-02-13 00:00:00,Roupas,122.26105295764461,9.0,65.0
289,2023-09-15 00:00:00,Casa,154.07130427138284,2.0,71.0
290,2023-09-11 00:00:00,Roupas,165.83803279741304,3.0,24.0
291,2023-01-27 00:00:00,Alimentos,222.41908059905697,2.0,25.0
292,2023-12-07 00:00:00,Casa,129.15096145794647,5.0,-5.0
293,2023-08-02 00:00:00,Roupas,100.90688972579946,,41.0
294,2023-04-17 00:00:00,Alimentos,167.54566234503227,7.0,20.0
295,2023-03-29 00:00:00,Alimentos,151.1959051646143,7.0,49.0
296,2023-12-02 00:00:00,Eletrônicos,213.87164666244976,6.0,54.0
297,2023-01-18 00:00:00,Alimentos,146.83030116203577,5.0,19.0
298,2023-01-20 00:00:00,Alimentos,120.10659639049751,6.0,45.0
299,2023-11-11 00:00:00,Casa,122.26477577928962,7.0,45.0
300,2023-07-04 00:00:00,Eletrônicos,135.9089183694001,9.0,38.0
301,2023-05-30 00:00:00,Eletrônicos,71.4054669955477,9.0,43.0
302,2023-03-28 00:00:00,Alimentos,156.47390160079382,9.0,45.0
303,2023-07-12 00:00:00,Eletrônicos,56.694048536539796,8.0,67.0
304,2023-04-14 00:00:00,CASA,,1.0,35.0
305,2023-06-06 00:00:00,Beleza,211.58493063215255,7.0,21.0
306,2023-01-29 00:00:00,Roupas,144.87585122660366,7.0,62.0
307,2023-03-23 00:00:00,Casa,"R$ 87,61",2.0,24.0
308,2023-12-22 00:00:00,Alimentos,147.20187116541047,7.0,30.0
309,2023-03-20 00:00:00,Eletrônicos,127.67293186731783,9.0,30.0
310,2023-05-22 00:00:00,Alimentos,110.33561827712501,2.0,73.0
311,2023-10-21 00:00:00,Alimentos,160.9876046658964,8.0,42.0
312,2023-05-25 00:00:00,Alimentos,118.7900142248486,2.0,65.0
313,2023-01-13 00:00:00,Roupas,123.45993479330701,1.0,21.0
314,2023-05-17 00:00:00,Roupas,,8.0,64.0
315,2023-08-04 00:00:00,Beleza,171.3583358686077,9.0,56.0
316,2023-04-19 00:00:00,Eletrônicos,155.45936876160602,2.0,46.0
317,2023-10-01 00:00:00,Casa,"R$ 167,31",5.0,38.0
318,2023-08-01 00:00:00,Alimentos,186.8876071077704,7.0,43.0
319,2023-12-03 00:00:00,Roupas,187.47235118306708,3.0,47.0
320,2023-03-23 00:00:00,Beleza,132.2694572337993,2.0,36.0
321,2023-07-22 00:00:00,Roupas,156.26187079365445,8.0,67.0
322,2023-10-02 00:00:00,Casa,110.96510102146794,9.0,61.0
323,Sem Data,Beleza,129.0989605214978,2.0,71.0
324,2023-07-11 00:00:00,Alimentos,139.93576222650975,7.0,38.0
325,2023-08-26 00:00:00,Alimentos,200.63292122377504,8.0,74.0
326,2023-10-16 00:00:00,Beleza,134.5675737057034,1.0,28.0
327,2023-03-11 00:00:00,Alimentos,128.71205736143713,2.0,28.0
328,2023-08-09 00:00:00,Eletrônicos,"R$ 154,34",2.0,43.0
329,2023-08-08 00:00:00,Eletrônicos,159.47245908354324,6.0,25.0
330,2023-07-24 00:00:00,Beleza,180.35325218823797,3.0,21.0
331,2023-03-27 00:00:00,Alimentos,126.72208242695388,8.0,64.0
332,2023-06-28 00:00:00,Casa,191.37189832230496,,64.0
333,2023-12-17 00:00:00,Roupas,218.36569069452904,3.0,65.0
334,2023-08-02 00:00:00,Casa,131.42847043725888,2.0,61.0
335,2023-03-19 00:00:00,Casa,147.67368653331937,7.0,73.0
336,2023-09-11 00:00:00,Alimentos,74.1971002771554,5.0,43.0
337,2023-06-23 00:00:00,Alimentos,131.08197443456737,7.0,31.0
338,2023-03-14 00:00:00,Alimentos,118.70884342099257,5.0,65.0
339,2023-10-30 00:00:00,Eletrônicos,104.08377488917691,2.0,38.0
340,2023-03-09 00:00:00,Casa,137.42401310571088,2.0,22.0
341,2023-01-13 00:00:00,Casa,130.24422941186347,4.0,26.0
342,2023-01-01 00:00:00,Roupas,197.64940824837052,2.0,24.0
343,2023-08-24 00:00:00,Roupas,222.43900701325026,1.0,31.0
344,2023-09-03 00:00:00,Roupas,9.220613107197664,4.0,36.0
345,2023-08-07 00:00:00,Beleza,149.24156980778207,3.0,26.0
346,2023-12-24 00:00:00,Beleza,106.37767552599382,9.0,63.0
347,2023-04-28 00:00:00,Roupas,203.91256381288343,5.0,62.0
348,2023-03-31 00:00:00,Roupas,61.333673910227674,6.0,54.0
349,2023-03-19 00:00:00,Beleza,113.47634666257127,1.0,151.0
350,2023-12-30 00:00:00,Eletrônicos,166.75919366695524,3.0,19.0
351,2023-06-05 00:00:00,Beleza,167.44765823673956,9.0,28.0
352,2023-02-09 00:00:00,Alimentos,249.89296513420607,4.0,74.0
353,2023-12-19 00:00:00,Alimentos,91.32368488712007,5.0,64.0
354,2023-02-17 00:00:00,Casa,162.18491227844305,5.0,55.0
355,2023-11-27 00:00:00,Casa,92.71636760728633,5.0,53.0
356,2023-09-22 00:00:00,Roupas,,2.0,68.0
357,2023-04-12 00:00:00,Eletrônicos,197.88417902897763,8.0,56.0
358,2023-01-08 00:00:00,Eletrônicos,182.5731483748062,4.0,46.0
359,2023-04-01 00:00:00,Casa,147.96684412383306,4.0,35.0
360,2023-10-23 00:00:00,Eletrônicos,129.74293594137563,7.0,19.0
361,2023-01-19 00:00:00,Beleza,111.68907947996291,5.0,48.0
362,2023-03-13 00:00:00,Eletrônicos,266.87911457091695,1.0,48.0
363,2023-10-03 00:00:00,Eletrônicos,162.68211703572754,6.0,31.0
364,2023-04-26 00:00:00,Alimentos,151.99893567644105,,73.0
365,2023-03-26 00:00:00,Beleza,123.08902039197817,9.0,45.0
366,2023-04-04 00:00:00,Beleza,182.93443715909967,4.0,54.0
367,2023-04-30 00:00:00,Beleza,252.79451132972244,2.0,54.0
368,2023-04-10 00:00:00,Eletrônicos,187.94379829182495,2.0,32.0
369,2023-05-01 00:00:00,Eletrônicos,200.41315214020227,7.0,65.0
370,2023-09-28 00:00:00,Alimentos,159.6025403953289,7.0,34.0
371,2023-10-24 00:00:00,Eletrônicos,67.87297616101377,2.0,52.0
372,2023-07-13 00:00:00,Eletrônicos,40.51472682834381,4.0,45.0
373,2023-02-27 00:00:00,Casa,109.57995504500047,6.0,20.0
374,2023-04-09 00:00:00,Roupas,158.0522482641417,3.0,63.0
375,2023-07-09 00:00:00,Eletrônicos,143.10535238309316,2.0,58.0
376,2023-10-29 00:00:00,Alimentos,183.84871255094728,6.0,39.0
377,2023-04-04 00:00:00,Roupas,175.33339927148356,9.0,66.0
378,2023-12-29 00:00:00,Casa,195.82807856305828,9.0,29.0
379,2023-11-23 00:00:00,eletronico,107.94866261605817,7.0,42.0
380,2023-05-11 00:00:00,Alimentos,216.47780721947834,5.0,33.0
381,2023-04-17 00:00:00,Beleza,111.7636335947747,6.0,53.0
382,2023-05-21 00:00:00,Beleza,148.14056021626263,9.0,48.0
383,2023-05-16 00:00:00,ROUPAS,209.24935778538884,1.0,66.0
